BMX	PLAGL2	CXCL14	TSPAN8	NPPC	COL9A2	TCF21	NGFR	MYOM1	SPP1	MT1H	ARMCX6	DNAH11	CLDN5
UBE2G2	HEXIM1	ELP6	RPL9	EFNB2	GPX4	CDK6	TMEM41B	CEP44	CAT	ZNF510	KCNMB3	EPM2A	LIMS3
PANK4	GRPEL2	TTPAL	PCID2	DERL2	PLIN3	POU5F2	STAT6	PDCD2L	CCDC127	ARL6IP6	CDH10	SLC25A34	FGFR1
UBXN4	SEC61A2	BET1	TSNAXIP1	BRPF3	GOLIM4	R3HCC1	KARS	C11orf49	BOP1	CLCN7	CDHR3	SERHL2	AP3D1
MGME1	NOC3L	ZNF396	PSME3	ODF2	SNX4	RPN1	RABL2B	ZNF32	METTL23	SRSF4	CD101	ACKR2	SSC5D
SERINC1	WRB	AQP11	MED7	STAMBP	CTNNA3	CCDC126	RAB32	PIGW	KLF11	KRBA1	DLGAP5	GDF7	NCOA3
DCTD	PREPL	EIF2B1	DNAJC8	FFAR3	AFG3L2	CFI	METTL18	CLPX	RIT1	OPA3	MDGA1	SYP	ATAD3B
PLAUR	N4BP2L2	ANKRD52	POLR2J	THOC1	GABARAP	MED15	L3MBTL3	RPS27L	CLPB	EIF2B4	PLPPR1	PITPNM2	HEG1
IQCB1	TBC1D15	PDCD6	IPO7	NEMF	ENTPD1	ZKSCAN3	BLOC1S3	SNX7	ENDOG	DCAF1	NLRC5	CMBL	SAFB2
TARBP2	PTK7	AMOT	RPS21	KIF1BP	PSMB4	ARRB1	CDK2AP1	CASP3	AAR2	JUND	DAD1	ACAT1	SLC16A7
NFKBIL1	LTA4H	SNAP91	HMGXB4	TFAM	MED13	PRKCA	CCS	TMEM199	ASNSD1	POU2F2	TRIM6	P2RY11	CDIPT
THUMPD1	TRIOBP	PRUNE1	TWF2	FRMPD2	SGCB	TBX2	UQCC1	ZNF232	TRIM11	MRPL33	CNTNAP3	CYP39A1	ADGRA2
C16orf58	TTC14	TMEM135	ASAP1	KIAA0895L	FRG1	C1orf74	RABAC1	IGFBP7	HAT1	ZNF692	MSX2	S100P	UTP14A
TMEM101	PRMT9	TTC25	NDUFB10	KDM4B	WDR44	PDZD11	LAYN	FASTKD5	ANGEL2	RAP2A	MOCOS	SPAG8	C12orf73
TSC22D4	PPP4R3B	FANCG	RSF1	CRKL	GGCT	SMPD1	PRMT1	GNG5	MEAF6	DNAJB14	MPZ	CFC1	DAXX
COA5	COL16A1	FAM228B	MTMR9	RITA1	CDC42SE1	ZNF426	MYNN	ZNF786	ZNF117	CCT4	LYPD3	DENND2C	SPHK2
CSAD	BECN1	AMOTL1	NIT1	C6orf226	AKT2	IZUMO4	PPP2R2D	MRPL27	SKIDA1	VPS72	EFHC2	AZIN2	SKIL
PRR7	ASPH	NRDE2	CNN2	CDK13	TMEM59	AFF4	IFT88	MRPS17	ACIN1	ZBTB44	RPS6KL1	TRIM66	C16orf91
ZNF24	ABCB7	TSEN2	TLN1	SMNDC1	BLOC1S4	TUBA1B	YIPF5	C8orf82	PLEKHG5	USF3	KIF18A	FOXM1	TMTC4
ACTB	POLL	ZBED8	ZNF175	PTRH1	CDC42BPA	KIAA0556	USP34	JOSD2	MCEE	MRPL28	ZNF284	TMEM132C	KAT6A
RBBP4	CCDC121	FBF1	NUCB2	ISG15	MCAT	CNTLN	EFCAB2	SARM1	NCSTN	MALSU1	HMCN2	DLGAP1	LTB
MORN2	ISG20L2	MAPKBP1	VCAM1	ZNF23	JADE1	ZNF22	AAMP	HLTF	MYO1E	MPND	ZNF652	E2F1	PRPF6
PHF6	FUS	LMBR1L	UBXN2A	EFNA4	MYADML2	SLC50A1	HNRNPC	COQ10B	CCDC88C	SNRPG	ZDHHC23	DNM3	RUFY1
NDUFAF1	HPS3	GADD45G	FBL	CHP1	ADIPOR1	RAB3GAP1	FTO	BRCC3	SAYSD1	SEC61B	CDKN2A	LEAP2	PRELID1
XXYLT1	CARS2	NUP205	FRMD4B	WDSUB1	CRYAB	ZBTB8A	POLR2M	HDDC3	PEX1	UCHL3	SLC46A1	CABYR	LIMCH1
KIF3C	MRPS9	SPATC1L	BSG	CENPH	TOM1L2	CMTM6	BRF2	DUSP8	SPIRE1	SNRNP200	EPHX3	ZNF571	DERA
ASF1A	SLC39A10	FADS2	BET1	ZNF791	AP3S1	CLCC1	CTDSP2	CDK2	CENPT	AKNA	MYO3A	TKT	TMEM205
TARS	ZNF132	ACTR3	PRKCI	PQLC3	CHMP1B	PTPRJ	EIF4E	PMS2	DIP2C	ZNF317	ZNF845	ZDHHC15	CAPN5
C2orf49	GPAT4	NMNAT1	TXNDC12	INTS3	C8orf76	TARBP2	CPAMD8	RAB2A	FLOT2	ANO1	ALG1L2	HOMER2	ALG14
P4HA1	PAFAH1B1	KAT5	COX7A2L	SUMF2	TUSC2	SDHAF2	SLC12A4	ATF2	EIF4G3	SLC39A7	CEP128	ZFPM1	ALG3
PKP4	GPHN	EHMT2	CHCHD4	BAZ1A	VLDLR	LMNB2	PRRC2A	HRK	ST20	YLPM1	SHC4	LRRC3B	EXOC8
PEMT	PIGB	KIF22	CPSF4	IWS1	PSMB7	DHX15	RAN	WDR3	REV1	SLC4A2	ZGLP1	HFM1	SF3B1
RNF11	CDC42BPA	MED4	UBB	UBXN8	UBE2M	CNTN6	SBF2	RP9	DDX6	ING1	FAM3B	DBP	SRP72
RNF217	JKAMP	CAPS	NDUFS2	COQ10B	C16orf87	WARS	TAF8	CHTOP	CALM1	CYB561A3	ZSWIM5	DFFB	DDX41
CA13	WDR54	SPHK2	HLTF	MTHFS	SOS1	CXorf56	FAM234A	SAP18	FBXO42	CNOT1	ZNF619	ANO8	ZNF562
IRF9	RNF220	STRN4	TMEM134	C16orf72	SREK1IP1	RAB40B	SIN3A	CCDC12	SLC7A6OS	CCNT1	S100A16	PTPN3	VCP
ZCCHC18	SSRP1	CAMK4	MLST8	SURF1	MSI2	HECTD3	CBX5	AQP11	CCNC	RNF145	AMER1	CLSPN	SCAMP3
MED28	APOBEC3F	INTS10	WDR13	LYSMD3	ATP10D	C6orf47	ZNF629	TBC1D10B	HNRNPU	CRY1	NIPAL1	KNTC1	ATP6V1H
GABPB1	C11orf24	REST	SUMO2	SNX24	TBCC	IFT74	MED19	KPNA1	TBL2	ZNF236	TNFSF4	RFTN2	DNAJB14
HIST1H2AE	NRIP1	KIAA1328	SBDS	TMEM208	TMEM115	CSAD	CSNK1G3	HDAC10	CDKL5	NOL10	IZUMO4	LRRC24	RCAN1
TACO1	NONO	LHPP	EWSR1	CCDC82	MPDU1	ZNF837	MUS81	MRGPRF	EPN1	ZNF397	NCR3LG1	CST3	ROCK1
RAB28	DCAKD	ZNF239	GTF3C3	NAT9	EBP	CSPP1	PCYOX1	TFAM	GXYLT1	VTA1	USP35	ZNF517	MYO1C
ESF1	ZNF330	SEPT10	CAMTA1	CTBP1	POLR2D	SYNGR3	PRPF31	ZNF214	ARID4B	CTIF	PDE11A	ABCB1	RNF11
UNC119	SRD5A1	BLOC1S4	LGR5	SRPRA	GRK3	SCARB1	STK35	ZNF17	TM9SF1	CCDC157	MYO16	CXCL6	AIDA
LRRC41	EMP2	SNAPC4	MRPS25	COL5A1	CHURC1	SH3PXD2B	SMIM19	AP1B1	ZMYND8	ZNF423	KIAA0391	OSBPL3	TANK
CCDC137	MRPS27	NACC2	MAP3K8	PBX2	TMEM123	CHTF8	RECK	DAXX	SLC12A2	TFPT	TOX	PHLDA2	SKI
BEX4	CHSY3	ABCC5	MAPKAPK2	DGAT2	CHCHD2	ZNF444	B3GALT5	SLC25A13	GPR137	MTO1	ITGB1BP2	ZNF783	TGFBR1
AGPAT4	LRRC28	PKP2	RPL38	STXBP3	RNF20	PER3	AIMP1	MYL5	ZBTB10	CCDC90B	CENPO	SLC25A18	ZDHHC3
AAGAB	KIAA1191	RB1CC1	HDAC2	KIF3C	FAM228B	SLC39A1	GGPS1	MBD3	MAP7D1	RFFL	ACRBP	PTPRR	MYL12B
TOR1A	NBR1	KCTD21	RPL21	VPS72	SLC22A17	DCTN6	CD276	TBC1D24	GOLGA3	MRPS12	MC1R	ADPRH	SCFD1
CLPP	ZNF326	DHX36	TMEM230	RHOB	ACTR1B	STT3B	COPE	PIGL	RBM15B	ELAC2	PTCH2	FAM110C	CCDC107
BNIP2	ANKRD36	TPR	PTPMT1	MON1A	ZNF207	RAB2A	OCEL1	CTU1	OSGEP	KLHL12	PRR19	MAG	TBC1D10B
ANKRD39	ABHD17A	TIFA	KLHL28	ARHGEF6	TRMU	CPED1	IFI27L2	PPID	TMUB1	AIFM1	ARHGAP11B	POF1B	MCMBP
C14orf39	DDX1	CHEK1	MGAT2	FKTN	PLAC9	GNG10	TOMM70	STX6	SLC38A10	GNAI3	S100PBP	SULT1A3	PDAP1
NUP62	ABHD11	RNF6	ATXN7	ZNF331	DNPEP	ANKHD1	SETDB2	FBF1	C15orf40	UBTF	APOC3	OAZ3	TAZ
ZDHHC21	MFSD14C	SGCD	SYF2	LAMP2	SNX1	FIP1L1	ARID4A	GNE	RPA2	MED22	GTSE1	NRTN	IREB2
PSMA3	ARID3A	SRSF4	POGK	TMTC3	BDH2	TCEAL4	HSPA5	PPM1A	USP47	RPA2	ANKMY1	LCN6	SMG9
CNOT10	POLK	CDK1	VRK2	SUZ12	PSENEN	HEXA	ADNP2	RPUSD3	AQR	ANKRD27	AK7	RFX8	PTMA
ZNF496	SCMH1	ING4	COX6B1	TCP11L2	RNASET2	TRIM3	CHRNB1	FZD5	ATG16L1	EXOSC9	PPP1R32	RRM2	CD82
SDHD	MED21	CEP97	PHACTR2	COG1	PTOV1	COG1	CEP170	REPS1	CYBRD1	SSB	KDM8	LYPD1	NIPAL2
HHLA3	ZNF334	SMAD2	IVD	NUB1	MED6	SPOP	MRPL54	INCENP	CIAO1	USP21	C12orf60	OPRK1	POLR3G
BCAS2	PARD3B	RBKS	ADRB2	ADAM17	UBN1	TUBA1C	GALNT1	TRMT10B	RUFY3	KIAA2026	TSNARE1	TMEM198	NAA60
IPP	UBXN4	TBRG4	NDUFB9	ZNF845	ALKBH4	NSMCE1	PTRH2	CES2	EDA	EDIL3	ERICH5	SNAP91	ENOX2
GDI2	SLC12A4	HDDC3	FEZ2	NUP35	TSNAXIP1	RNF34	FAM32A	SMAD9	ZNF714	RNF168	ZNF366	CMTM5	UBN2
CEP68	SNIP1	ARMC10	TSPAN4	NUS1	MSRB1	ZNF569	ZBTB17	ANGEL1	CEP162	EXOC2	BHMT2	UST	RCHY1
DMTF1	SF3B1	PLEKHA8	UBXN4	EMSY	AKIRIN2	HEXIM1	PPP4C	CHM	MMP14	PROCA1	ZNF843	C18orf54	CAPG
ELP6	PRICKLE3	RECK	RPL10	CBWD5	FGFR1OP2	DNAJB14	AP3M1	USPL1	ZNF800	ZNF609	HSF2BP	WBP1L	ATXN7
APPL2	RPGR	HAUS3	ZNF330	PRMT6	KLF3	IGSF8	LARS	STYX	DIS3	DHRS7B	MMEL1	PTPN20	ITGB1BP1
ZFP37	TBCEL	NKAPL	SLC15A4	MGAT5	MVB12A	EHD2	FRA10AC1	CD109	ERCC1	DNAJC18	ELMO3	WNT5B	PPFIBP1
TMCO3	TJAP1	POGK	RAP1A	ZNF839	VPS28	ZNF580	ACD	RAB6A	ZFYVE1	AKIRIN2	POLR3G	ZNF600	PSEN1
ASB6	MYH9	RCC1	UBE2D1	EPB41L4A	IMPACT	STK10	NXF1	HSBP1	HSD17B8	KCNH7	IQCD	TRIM45	RNF170
SNX32	EXOC7	SCAF1	SPCS3	PPP3CB	TRIM27	LRRC57	DUS3L	MIB2	DPM3	ATF6B	DCDC2	ANO7	NCALD
C6orf226	NFRKB	TRAPPC3	RBX1	CHMP1A	HARS	MAD1L1	ITGB3BP	RAP2C	UBE2E1	DCAKD	LONRF3	PCDHB11	FDX2
HSP90AB1	HS2ST1	NAB2	CALR	PRMT2	PRDX6	EML4	TCEAL8	MVP	MIIP	USP10	GPR176	EFCAB13	PRPF4
VMP1	PAWR	LSM10	RIPK2	CFAP97	SLC5A3	GGNBP2	GADD45GIP1	SPPL2A	TEX10	CCDC82	BCL11B	AURKC	ZFYVE19
TRAFD1	GNB1	BFAR	KTN1	PIGBOS1	GLO1	TGFB3	SH3GLB1	SLC35A5	RHBDD2	TRIM33	PIK3R2	L3MBTL1	UTP23
SPSB3	RIOK1	TUBB3	SMIM4	GCA	STXBP1	TRADD	YEATS4	USP24	ZNF664	RAB1A	POLN	TECTA	TCTA
TPRKB	ZNF225	MMP11	RPL23A	HCFC2	FGF1	ARHGAP12	NT5DC1	MAD2L1	SRP19	INSR	PCSK6	XRCC5	BECN1
ARL11	B9D1	ATXN7L3B	LTBP2	ZW10	MECR	RBM7	XAB2	ATG101	ABHD17B	RAB4B	B3GNT7	RAD52	GBA2
SLC25A45	CEP89	ASPH	RPL22	MRPS28	VMP1	ZNF23	RB1	GOPC	AIMP2	ECT2	PLK1	ZNF607	PDCD7
FERMT2	RMI2	SLC46A1	DCAF12	SMC6	ERCC1	ZFP3	LYPLAL1	ANP32A	TMEM189	ASXL1	AMIGO1	CLEC1A	C1orf50
GOLGA5	ECD	SIRT3	NR2F6	DUSP8	PHRF1	INO80	NME2	PPIL1	SLC30A7	ZC3H14	ZBTB47	COL11A2	SPTSSA
SLC12A6	MPHOSPH8	APEX1	ALKBH7	BEST1	VMAC	PLXNA3	ZNF558	CAST	PTP4A1	HPS6	ACY1	GDPD3	SNRNP200
GRAP	GNPAT	RTN3	GABPA	PRPH2	C12orf75	CBY1	SLC23A2	PLEKHA1	HSPA5	ZC3H11A	CALD1	TLCD1	TAF15
TRMT61B	KIF26A	PPM1H	TNFRSF10C	LYSMD1	MAZ	ZFP37	IGF2	TUSC1	MARK3	ZXDC	ERICH2	SIRT4	DLL1
VIM	H2AFV	SETDB2	SCAF11	SDHAF2	DECR1	PTOV1	ZNF691	MRPL18	PTPA	SFXN3	SPRY3	EME2	JAK1
NHSL1	CWC27	PIP4K2C	GAREM2	CTNNB1	SOD1	C5orf63	MN1	DLST	ZNF672	CEP70	IL4I1	TEF	WSB2
ING1	CWF19L1	OTUD4	ANKRD50	PURG	NCOR1	RAD23B	FBN2	GABPA	MAP4K4	PDZD8	TEKT3	PPM1N	TMEM242
RNF2	ARPIN	PGAP1	RPL26	YES1	PJA2	PXDN	PPP1R3C	ALG12	TMEM209	FXR2	PFKFB4	C8orf89	CDK10
TFAM	AZI2	TMEM33	SRSF10	PWWP2B	AAAS	NTHL1	EPN2	TMEM120A	DCXR	PTAR1	ZNF497	GCH1	ADAR
PIGX	CCSAP	RFTN1	TBC1D23	TM9SF3	ZNF37A	RUFY2	MDC1	TCTA	ZMYND11	MRPS14	STXBP5L	FAM131C	MTMR9
DACT3	PLEKHA2	ZMYM1	NDUFS8	RBM28	TM9SF3	MARCH3	STRIP1	ARHGEF17	MDM2	VHL	ZNF852	LMOD1	SLC38A7
WDR34	SEC31A	RSF1	DDX46	ICMT	GPC1	PDCD7	DDX50	CDKN1B	ZNF518B	SNX17	SHISA6	LSM11	PRPSAP1
NIPA2	PROB1	KCNQ1	RPL23	UBTF	YWHAG	BET1	AGPAT1	ANAPC11	HPS3	VAPB	ARAP2	SDC1	ARMC9
FAM204A	STXBP3	IFT88	NDUFA13	VLDLR	CCDC57	ZCCHC8	ALG12	IMMP1L	MDM4	GTDC1	RNFT2	CEP170B	ACBD4
BOLA1	CBX3	ARHGAP35	SH2B1	TMED7	HPS1	APPL2	CYB5R4	KLC1	FMR1	SAMM50	DHH	PCLO	SNRPA
RASA1	DDX56	PARN	ITGAV	GNL1	UQCRHL	ANAPC2	UBTF	ZNF823	OAS3	CAAP1	TTC25	IGIP	ZNF33A
NAP1L3	DHX15	MPG	PPFIA4	TGIF2	CEP83	SMARCA1	IL6ST	RALY	ATR	RALY	C1orf167	DCLRE1A	FAM13A
OSTC	RSF1	CCNL1	DCTN3	CYTH2	VANGL2	TRIP11	TGS1	IPO5	SCAMP4	TIPRL	RPL17-C18orf32	TRABD2B	ACSM1
GTF2H3	TEX264	ALG2	SOD1	NOL6	TARBP2	PBXIP1	YIPF6	SERPINB8	RPS6KA5	ATP6V1E2	MFSD2A	FCHO1	RBM6
SMC5	ZNF451	TRIM52	RPLP2	GSTO1	RPRD2	SMC1A	PPAN	AARS	ZDBF2	NPEPPS	LRP2BP	LRRC37A2	SERPINB6
NEK9	EHD4	ASF1B	DLL3	AGA	HNRNPC	B4GAT1	GPR173	USP46	RNF208	SH3GLB1	CEP152	NELL2	VPS33A
COG1	YBX3	MOCS2	YAF2	SEMA4B	MIEF2	SPPL2B	SNRNP70	NUP37	TRAF2	CHURC1	TMEM232	FGR	UBXN8
DOCK1	EVL	MCL1	TTC9C	SREK1	UNC119	RARS2	SMURF2	DENND2C	ACADVL	SCLT1	MYOZ1	LAMB3	TCEAL7
PLK3	PTP4A1	AK2	TMX1	ATXN7L2	PFN2	MTHFS	IGDCC4	H2AFY	PLGRKT	WAPL	PTPRS	APBA1	MIER3
GPR89B	IRF2BP2	DYNC2LI1	UBA3	NIPAL2	ZNF354A	SRSF7	POMC	MCM5	DEPDC5	CCNL1	SCNN1D	ZBTB42	CAPRIN1
SGSM3	PUS10	MPHOSPH10	DDX54	FAM72B	RBBP7	SNTB1	TMSB10	CLINT1	PDPN	ANKRD10	CDC42SE2	ALPK1	FBXL8
UHMK1	ARL6IP5	FOXS1	THG1L	TXNDC9	HSF2	DGUOK	TRIM16	ZBTB3	CDAN1	RHOG	NT5DC3	PTPRU	E4F1
MED21	NXPH4	RFC3	OSBPL9	ZSCAN32	GSK3A	QSER1	RNASEH1	TUSC2	WDR77	ARPC3	TRIM36	DEPDC5	MLXIP
TWSG1	SETDB1	TRMT10C	MRPL15	MED20	BAG2	GPCPD1	BAG5	DAGLB	CCDC47	LRPAP1	BPI	TRIM9	SMIM24
BDH2	FBN2	TCTEX1D2	MALSU1	SMIM14	MPST	FAM161A	OSBPL8	XAB2	DNAJA4	CAMSAP1	ZNF547	ZFHX2	ANXA1
NSUN3	CCDC47	FBXW9	BRD2	FAM13B	FBXW5	TCF25	FXN	ANAPC15	PREP	TMEM116	PRSS36	TMEM139	C18orf32
EXOSC6	HEG1	COL21A1	MIEN1	NDST1	USP16	TMPO	ZNF687	FUCA2	CSGALNACT1	MAD2L1	AMH	DUSP19	BDP1
SNAPC3	GGA1	RFXAP	DYNLRB1	GNL3L	CITED4	HDLBP	MARK4	C11orf74	WDR3	SDHA	EXPH5	ZNF564	MARCH6
LYPLA1	PRPH2	C16orf91	SON	PCCB	GMPR2	GOLGB1	UNC45A	NAGLU	PRKAR1A	PUSL1	CDH4	WDHD1	TCERG1
LPGAT1	B3GALT4	CLNS1A	TMEM123	RCOR1	PHF5A	EPS8	UBE2A	NBPF10	OPA3	PNO1	HMGN4	TMEM217	CNPY2
CASP1	WSB2	LCA5	NAPRT	BRF2	CERCAM	ZNF511	EMG1	ABHD3	DEGS1	PSTK	TSPAN33	CPS1	ZNF182
ALG3	ZNF644	STT3A	GNG12	LAP3	RBBP4	ITCH	UBE4A	MEIS2	HNRNPL	PI4K2A	TCERG1L	GNE	ANP32A
RND3	DOLPP1	GATA6	BIN1	TELO2	TMEM60	GGA3	NSMCE3	PCBP1	BAZ1A	BLOC1S5	PCSK4	DPEP2	VPS36
PICK1	C18orf25	TCEA1	GATA6	RABIF	AMH	CLIP2	SMIM7	DIDO1	EXOC4	SOX8	LRCH4	LIF	RMDN3
CLPX	AMN1	CBARP	CCNL2	RFK	CDC37L1	RBM25	DMTF1	PHB	ETFBKMT	FAM120C	TDRD7	ZNF835	EHBP1L1
TPGS2	NCL	ZSCAN29	C12orf75	TBC1D4	NT5C	SPA17	TRADD	SEH1L	CCAR2	DHX57	TRIM62	CCDC74A	COG5
CTDSPL2	SGTA	KRT10	RAD23B	TTC14	PIAS1	SSR3	POLR3D	MIEF2	KDSR	FAM118B	AGAP6	TRIM22	FAM214B
MRPL43	ABCE1	PELI2	SVIL	MED15	NISCH	RNF24	GOLGA3	AIG1	CCDC149	TRAPPC5	FAM218A	PCBP3	KRR1
PRPF31	JAZF1	ATP6V1G1	THOC2	NECTIN1	DENND5A	TCF7L2	STAU2	PGBD2	SNRPG	RBM6	F2RL3	ZNF442	CBR4
HLA-DRB5	RIMKLB	VCPKMT	LRRC37B	TMEM179B	FTH1	HPS3	BMPR2	MAP1LC3B	ACADS	RNF141	RAD54B	ADAMTSL5	TWISTNB
TXNL1	KANSL2	PGM3	MSH3	KLHL3	RNF7	SPHK2	FLI1	EIF3A	PYGO2	NAA60	WDR76	PCDHB2	TIMM23B
MORF4L1	CBWD2	CLN6	UQCR10	OAZ2	TMEM14A	TLN1	CC2D2B	C17orf75	ZNF281	PTBP1	SLC26A9	FAM72A	STAB1
CLINT1	MFSD11	TEAD2	GPX7	PCDHB13	CHPF2	CDC40	SAMD4A	HSPD1	FOXC2	AUP1	ACPP	PCDHGC3	VPS50
TIMM21	NAF1	MRPS17	HUS1	EPG5	SSR3	TERF1	ATP13A2	RNF114	DNMT1	CCT6A	NEGR1	KCNK1	PSMD7
PLAG1	FOPNL	SDSL	CDK5RAP3	HSPB8	ERI3	XAF1	EIF2AK2	NOTCH2	APOBEC3C	MED1	TYW1B	DCDC1	IL17RD
HELLS	RBM48	RBMS2	C7orf50	EIF4G1	DCAF11	NUP37	YY1	ASTN1	CALM3	TMEM203	LGR5	ALDH3B1	SLC16A9
EMC3	TUBGCP2	APOE	HSPB11	ACAA1	BCL2A1	EVI5	AHR	CERS6	ZNF576	GSK3B	ARL4D	ZNF142	MPP2
ITGA5	DDX23	GLO1	NDUFA2	SFXN1	C6orf203	CAPG	SNX9	SNAPIN	LRP1	SNX2	KCTD14	EAF2	MDM4
PRAF2	EIF4G3	IFT20	NDUFA3	PNO1	DUT	ZNF195	CLEC2D	ZNF287	CHMP1A	KRTCAP2	MBOAT1	SCN2B	SYCP2
CTDSPL	KLHL7	ARHGAP29	CCDC85C	NAIP	ANKRD29	RING1	RAB3GAP2	CYB5R3	DCTN5	PPP1CB	NOG	MSANTD4	PCTP
ZNF518A	NFIA	WDR47	CAT	ARL6IP5	VCL	SH3BP5	SDF4	DKK3	PGK1	RHEB	COL25A1	TRIM46	ADH5
PIN4	PITPNA	TSR3	NSRP1	FGFR1OP	TRIB2	OXT	ATG4B	RABEP2	RANBP10	IQCE	EYA1	CDH6	SPATA13
CALM1	ITGAV	CENPL	ZKSCAN1	NAA40	ITGB3BP	FBXL5	BYSL	ZCCHC24	CNOT1	XPA	RBM39	MAP3K14	TXN
GSTA4	SPAG9	SBK1	ARPC5	CRYZL1	CREB3L2	FLNB	DOK5	AKAP10	COPB1	RAB11A	SDK1	DGKQ	B3GALT6
SYNM	NOLC1	ZNF300	ACTG1	RAB3GAP2	NTPCR	RFT1	CLOCK	VPS52	MARCH3	GTPBP1	MYBL2	WDR31	U2AF1L5
TMEM60	ARHGAP17	RNF34	HADHB	SCAMP2	PTPN2	LRRC7	LRRC8B	MIEN1	RNF146	SVEP1	NCOR1	CCT6B	OSBPL2
GALM	GGNBP2	MAD2L1	GLE1	EAF1	RTF1	CCDC167	ANKRD13C	POLD2	GTF3C3	SGTA	NDOR1	SLC37A2	PET100
BRCA2	STAU2	CDK11A	ACP1	ZNF316	EXTL2	PPIE	SHPK	ANO4	SPACA9	ATP7A	HPCA	ATXN7L2	TMEM136
CCDC24	HEATR3	CLK2	USP14	NAP1L5	MRPL43	TRAPPC13	DDHD2	GGPS1	DDX39A	PRMT5	ASF1B	SH3D21	RBBP5
GOSR1	CRTC2	PROSER1	DACT1	ITM2A	RBFA	CAPN5	USP24	CAPRIN1	CHD1	LAMTOR4	ARFGAP3	HS3ST3B1	NUP85
CTSL	ADCY9	CDC25B	YTHDF2	ACVR2B	LSM14A	GATA3	TVP23B	MCAT	LPGAT1	SPRED2	EMB	KIRREL2	PAOX
TCEAL1	YWHAZ	DUSP18	CAP1	BRD9	CWC25	HRCT1	LPCAT4	UBE2A	MAN1B1	SP2	ERFE	LAMA3	MARCH7
SLC25A43	HBS1L	NECTIN3	UBAC1	ALG13	CHMP2A	ARRDC3	ALG5	RBM14	SRSF7	ZMYND19	HGD	POLR2K	QRICH2
C8orf82	FNDC3A	RNASEK	ITGB1BP1	NME3	ZCCHC17	ZNF717	VCP	SLC25A5	BRD2	LRRC40	C11orf87	OAS2	LMF2
TCEANC	KPNB1	ZDHHC11B	SLC7A6OS	SRSF8	IFITM3	MSMO1	NUP214	RAPGEF6	CPSF7	IL6ST	NPEPPS	TTC39A	ATG16L1
ATP2C1	MCCC1	GMNN	NOSIP	ATP6V1E1	RBM45	CEP250	ZNF75A	DCPS	BOLA3	KIDINS220	TMEM31	NYAP1	PITPNA
RAB1A	CTBP1	COPG1	CRK	RASSF3	HGS	ZNF506	RALY	MPHOSPH6	ZNF226	NOA1	C5	RACGAP1	CHD4
TJP1	HOOK3	IMPACT	CYC1	MED13	FKBP10	ZNF526	SMARCB1	ARL3	PHYH	PARP12	SLC22A5	PCNX2	NGDN
WIPI2	REST	WDHD1	RPS29	IDI1	CHMP1A	EIF4G2	PTPRR	WDR75	RALGAPA2	MED30	GRID1	RELL2	ZNF462
WAPL	COIL	LOXL4	TMEM80	MPP6	MRPL50	ARMT1	ITGB5	SLC44A5	PRMT2	WDCP	FRRS1L	PVALB	ABI2
NDUFS4	SEMA4C	P4HA1	ACTB	SUSD4	TMED3	TMEM44	LUC7L2	RAB30	MRRF	MSH3	PCDH19	TBC1D31	YLPM1
HNRNPA3	WDR83	GNPDA1	EMC6	ARPC2	AP2A2	MCFD2	MRPS11	LEKR1	SAAL1	LIPE	SPAG1	PER3	TADA2B
RPP21	KALRN	FN3KRP	CFAP97	JAM3	UBQLN1	RPL22L1	RBMX2	SHISA4	MYH9	NAA15	ARHGAP39	SLC51A	NAP1L4
YTHDF2	ATG12	SLC16A4	HMG20B	KIAA2013	COA3	FAM3A	TRAPPC4	ZNF280B	TIMM10B	ATXN7L1	NXPH4	C16orf46	NSMCE4A
CTSC	CD46	CTCF	WDR74	LAMP1	MSRB2	ZNF771	ISG20L2	GEN1	ADRM1	CXXC1	EPPK1	EPHX4	BOLA2B
ZC3H18	DEDD	FAM76A	NSA2	TMEM38B	ANGPTL4	HAT1	MTRF1L	PROSER1	OARD1	EMSY	KCNAB3	ECT2	WDR33
CHERP	SYT15	STK24	METTL9	TRAPPC2	GATM	FUBP1	ALG14	TMEM106A	WDR27	ZC3H7A	SHBG	LCN12	CLINT1
MARCH5	CSNK1A1	PDE7B	HNRNPA0	NMD3	COA4	MPP7	LRRC4C	ATG4C	CBLL1	TDG	CNTNAP3B	HIST1H4H	ILK
EXO5	DCUN1D3	RCOR2	TDP2	RC3H2	IFT52	LSM6	DNAJC2	XPO7	SOWAHC	PLEKHA4	SPC24	MAP3K9	UPF3A
GARNL3	KIF2A	OCIAD1	GTF2B	HARS2	LUZP1	BTBD19	COMMD2	SWSAP1	SLC4A1AP	SFXN5	USP6	GFPT2	LRP10
MRPL52	MPLKIP	ERBB2	ATP1A3	RABAC1	PDCD10	IMPDH2	CABLES1	NELFB	ARID3B	PAK4	CLCNKA	RIPK3	AP5S1
PIGS	RAC3	ZNF506	MAP2K2	FUCA2	CUTA	ZNF844	FHL2	USP11	AK2	ZDHHC5	KIF4A	TAS2R4	MED16
SCUBE2	RBPMS2	CENPO	DENND2D	PTPN11	FLNA	KLF12	BRD2	SUGT1	CWC15	HSPA1A	FGF2	NKD1	HELZ
CTNNB1	GSDMB	SNX19	F2RL2	CCNF	SERTAD1	IGSF3	ABHD3	ECHDC1	USP19	TMLHE	NEURL1	DPEP1	TUBA1B
